[kbplacer_plugin_action.py:65]: Plugin version: 0.13
[kbplacer_plugin_action.py:66]: Python version: '3.9.13 (v3.9.13:6de2ca5339, May 17 2022, 11:37:23) \n[Clang 13.0.0 (clang-1300.0.29.30)]'
[kbplacer_plugin_action.py:67]: KiCad version: 9.0.3 with 4.2.2a1 osx-cocoa (phoenix) wxWidgets 3.2.8
[kbplacer_dialog.py:586]: Language: en
[kbplacer_plugin_action.py:75]: GUI state: {"layout_path": "/Users/mhudson/Development/Youtube/Ergoslide/plates/ergoslide-whole-plate.json", "key_distance": [19.05, 19.05], "key_info": {"annotation_format": "S{}", "position_option": "Default", "position": {"x": 0.0, "y": 0.0, "orientation": 0.0, "side": "Front"}, "template_path": ""}, "enable_diode_placement": true, "route_switches_with_diodes": true, "optimize_diodes_orientation": false, "diode_info": {"annotation_format": "D{}", "position_option": "Default", "position": {"x": 5.08, "y": 3.03, "orientation": 90.0, "side": "Back"}, "template_path": ""}, "additional_elements": [{"annotation_format": "S{}", "position_option": "Custom", "position": {"x": 0.0, "y": 0.0, "orientation": 0.0, "side": "Back"}, "template_path": ""}], "route_rows_and_columns": true, "template_path": "", "generate_outline": true, "outline_delta": 0.0}
[key_placer.py:362]: Set key 1U distance: 19050000/19050000
[key_placer.py:124]: Switches by nets: defaultdict(<class 'list'>, {frozenset({'/RCol9', '/RRow6'}): ['S95'], frozenset({'/RCol8', '/RRow6'}): ['S94'], frozenset({'/RCol7', '/RRow6'}): ['S93'], frozenset({'/RCol6', '/RRow6'}): ['S92'], frozenset({'/RCol5', '/RRow6'}): ['S91'], frozenset({'/RCol4', '/RRow6'}): ['S90'], frozenset({'/RCol3', '/RRow6'}): ['S89'], frozenset({'/LCol4', '/LRow6'}): ['S88'], frozenset({'/LRow6', '/LCol3'}): ['S87'], frozenset({'/LCol2', '/LRow6'}): ['S86'], frozenset({'/LCol1', '/LRow6'}): ['S85'], frozenset({'/MCol2', '/LRow6'}): ['S84'], frozenset({'/LRow6', '/MCol1'}): ['S83'], frozenset({'/RCol9', '/RRow5'}): ['S82'], frozenset({'/RCol8', '/RRow5'}): ['S81'], frozenset({'/RCol7', '/RRow5'}): ['S80'], frozenset({'/RCol6', '/RRow5'}): ['S79'], frozenset({'/RCol5', '/RRow5'}): ['S78'], frozenset({'/RCol4', '/RRow5'}): ['S77'], frozenset({'/RRow5', '/RCol3'}): ['S76'], frozenset({'/RRow5', '/RCol2'}): ['S75'], frozenset({'/LCol6', '/LRow5'}): ['S74'], frozenset({'/LRow5', '/LCol5'}): ['S73'], frozenset({'/LCol4', '/LRow5'}): ['S72'], frozenset({'/LCol3', '/LRow5'}): ['S71'], frozenset({'/LCol2', '/LRow5'}): ['S70'], frozenset({'/LCol1', '/LRow5'}): ['S69'], frozenset({'/MCol2', '/LRow5'}): ['S68'], frozenset({'/MCol1', '/LRow5'}): ['S67'], frozenset({'/RCol9', '/RRow4'}): ['S66'], frozenset({'/RCol8', '/RRow4'}): ['S65'], frozenset({'/RCol6', '/RRow4'}): ['S64'], frozenset({'/RCol5', '/RRow4'}): ['S63'], frozenset({'/RRow4', '/RCol4'}): ['S62'], frozenset({'/RRow4', '/RCol3'}): ['S61'], frozenset({'/RRow4', '/RCol2'}): ['S60'], frozenset({'/RRow4', '/RCol1'}): ['S59'], frozenset({'/LRow4', '/LCol6'}): ['S58'], frozenset({'/LRow4', '/LCol5'}): ['S57'], frozenset({'/LCol4', '/LRow4'}): ['S56'], frozenset({'/LRow4', '/LCol3'}): ['S55'], frozenset({'/LCol2', '/LRow4'}): ['S54'], frozenset({'/LCol1', '/LRow4'}): ['S53'], frozenset({'/MCol2', '/LRow4'}): ['S52'], frozenset({'/LRow4', '/MCol1'}): ['S51'], frozenset({'/RCol9', '/RRow3'}): ['S50'], frozenset({'/RCol8', '/RRow3'}): ['S49'], frozenset({'/RCol7', '/RRow3'}): ['S48'], frozenset({'/RCol6', '/RRow3'}): ['S47'], frozenset({'/RCol5', '/RRow3'}): ['S46'], frozenset({'/RCol4', '/RRow3'}): ['S45'], frozenset({'/RRow3', '/RCol3'}): ['S44'], frozenset({'/RRow3', '/RCol2'}): ['S43'], frozenset({'/RRow3', '/RCol1'}): ['S42'], frozenset({'/LRow3', '/LCol6'}): ['S41'], frozenset({'/LRow3', '/LCol5'}): ['S40'], frozenset({'/LCol4', '/LRow3'}): ['S39'], frozenset({'/LRow3', '/LCol3'}): ['S38'], frozenset({'/LCol2', '/LRow3'}): ['S37'], frozenset({'/LCol1', '/LRow3'}): ['S36'], frozenset({'/MCol2', '/LRow3'}): ['S35'], frozenset({'/LRow3', '/MCol1'}): ['S34'], frozenset({'/RRow2', '/RCol9'}): ['S33'], frozenset({'/RCol8', '/RRow2'}): ['S32'], frozenset({'/RCol6', '/RRow2'}): ['S31'], frozenset({'/RRow2', '/RCol5'}): ['S30'], frozenset({'/RRow2', '/RCol4'}): ['S29'], frozenset({'/RRow2', '/RCol3'}): ['S28'], frozenset({'/RRow2', '/RCol2'}): ['S27'], frozenset({'/RRow2', '/RCol1'}): ['S26'], frozenset({'/LCol7', '/LRow2'}): ['S25'], frozenset({'/LCol6', '/LRow2'}): ['S24'], frozenset({'/LRow2', '/LCol5'}): ['S23'], frozenset({'/LCol4', '/LRow2'}): ['S22'], frozenset({'/LCol3', '/LRow2'}): ['S21'], frozenset({'/LCol2', '/LRow2'}): ['S20'], frozenset({'/LCol1', '/LRow2'}): ['S19'], frozenset({'/MCol2', '/LRow2'}): ['S18'], frozenset({'/LRow2', '/MCol1'}): ['S17'], frozenset({'/RRow1', '/RCol9'}): ['S16'], frozenset({'/RCol8', '/RRow1'}): ['S15'], frozenset({'/RCol7', '/RRow1'}): ['S14'], frozenset({'/RCol6', '/RRow1'}): ['S13'], frozenset({'/RRow1', '/RCol5'}): ['S12'], frozenset({'/RRow1', '/RCol4'}): ['S11'], frozenset({'/RRow1', '/RCol3'}): ['S10'], frozenset({'/RRow1', '/RCol2'}): ['S9'], frozenset({'/RRow1', '/RCol1'}): ['S8'], frozenset({'/LCol7', '/LRow1'}): ['S7'], frozenset({'/LCol6', '/LRow1'}): ['S6'], frozenset({'/LRow1', '/LCol5'}): ['S5'], frozenset({'/LCol4', '/LRow1'}): ['S4'], frozenset({'/LCol3', '/LRow1'}): ['S3'], frozenset({'/LCol2', '/LRow1'}): ['S2'], frozenset({'/LCol1', '/LRow1'}): ['S1']})
[key_placer.py:128]: Diodes by switch: {'S95': ['D95'], 'S94': ['D94'], 'S93': ['D93'], 'S92': ['D92'], 'S91': ['D91'], 'S90': ['D90'], 'S89': ['D89'], 'S88': ['D88'], 'S87': ['D87'], 'S86': ['D86'], 'S85': ['D85'], 'S84': ['D84'], 'S83': ['D83'], 'S82': ['D82'], 'S81': ['D81'], 'S80': ['D80'], 'S79': ['D79'], 'S78': ['D78'], 'S77': ['D77'], 'S76': ['D76'], 'S75': ['D75'], 'S74': ['D74'], 'S73': ['D73'], 'S72': ['D72'], 'S71': ['D71'], 'S70': ['D70'], 'S69': ['D69'], 'S68': ['D68'], 'S67': ['D67'], 'S66': ['D66'], 'S65': ['D65'], 'S64': ['D64'], 'S63': ['D63'], 'S62': ['D62'], 'S61': ['D61'], 'S60': ['D60'], 'S59': ['D59'], 'S58': ['D58'], 'S57': ['D57'], 'S56': ['D56'], 'S55': ['D55'], 'S54': ['D54'], 'S53': ['D53'], 'S52': ['D52'], 'S51': ['D51'], 'S50': ['D50'], 'S49': ['D49'], 'S48': ['D48'], 'S47': ['D47'], 'S46': ['D46'], 'S45': ['D45'], 'S44': ['D44'], 'S43': ['D43'], 'S42': ['D42'], 'S41': ['D41'], 'S40': ['D40'], 'S39': ['D39'], 'S38': ['D38'], 'S37': ['D37'], 'S36': ['D36'], 'S35': ['D35'], 'S34': ['D34'], 'S33': ['D33'], 'S32': ['D32'], 'S31': ['D31'], 'S30': ['D30'], 'S29': ['D29'], 'S28': ['D28'], 'S27': ['D27'], 'S26': ['D26'], 'S25': ['D25'], 'S24': ['D24'], 'S23': ['D23'], 'S22': ['D22'], 'S21': ['D21'], 'S20': ['D20'], 'S19': ['D19'], 'S18': ['D18'], 'S17': ['D17'], 'S16': ['D16'], 'S15': ['D15'], 'S14': ['D14'], 'S13': ['D13'], 'S12': ['D12'], 'S11': ['D11'], 'S10': ['D10'], 'S9': ['D9'], 'S8': ['D8'], 'S7': ['D7'], 'S6': ['D6'], 'S5': ['D5'], 'S4': ['D4'], 'S3': ['D3'], 'S2': ['D2'], 'S1': ['D1']}
[kle_serial.py:897]: User layout: [[{'x': 2.25, 'a': 7}, 'Esc', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', {'x': 3}, 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', {'a': 5}, 'PrtSc\nNmLk', 'Pause\nScrLk', 'Delete\nInsert'], [{'y': 0.25, 'a': 7}, 'M1', 'M2', {'x': 0.25, 'a': 4}, '~\n`', '!\n1', '@\n2', '#\n3', '$\n4', '%\n5', '^\n6', {'x': 3}, '&\n7', '*\n8', '(\n9', ')\n0', '_\n-', '+\n=', {'a': 7, 'w': 2}, 'Backspace', 'Home'], ['M3', 'M4', {'x': 0.25, 'w': 1.5}, 'Tab', {'a': 4}, 'Q', 'W', 'E', 'R', 'T', {'x': 3}, 'Y', 'U', 'I', 'O', 'P', '{\n[', '}\n]', {'w': 1.5}, '|\n\\', {'a': 7}, 'Page Up'], ['M5', '⧄', {'x': 0.25, 'w': 1.75}, 'Caps Lock', {'a': 4}, 'A', 'S', 'D', 'F', 'G', {'x': 3}, 'H', 'J', 'K', 'L', ':\n;', '"\n\'', {'a': 7, 'w': 2.25}, 'Enter', 'Page Down'], ['☐', '△', {'x': 0.25, 'w': 2.25}, 'Shift', {'a': 4}, 'Z', 'X', 'C', 'V', 'B', {'x': 3}, 'N', 'M', '<\n,', '>\n.', '?\n/', {'a': 7, 'w': 1.75}, 'Shift', '↑', 'End'], ['✕', '⭘', {'x': 0.25, 'w': 1.25}, 'control', {'w': 1.25}, 'option', {'w': 1.25}, '⌘', {'w': 2.75}, '', {'x': 3.75, 'w': 2.25}, '', {'w': 1.25}, 'option', 'Fn', {'w': 1.25}, 'control', '←', '↓', '→']]
[key_placer.py:662]: Layout offset: (23812500, 28575000)
[board_modifier.py:85]: Setting S1 footprint position: (76200000, 38100000)
[board_modifier.py:85]: Setting S2 footprint position: (95250000, 38100000)
[board_modifier.py:85]: Setting S3 footprint position: (114300000, 38100000)
[board_modifier.py:85]: Setting S4 footprint position: (133350000, 38100000)
[board_modifier.py:85]: Setting S5 footprint position: (152400000, 38100000)
[board_modifier.py:85]: Setting S6 footprint position: (171450000, 38100000)
[board_modifier.py:85]: Setting S7 footprint position: (190500000, 38100000)
[board_modifier.py:85]: Setting S8 footprint position: (266700000, 38100000)
[board_modifier.py:85]: Setting S9 footprint position: (285750000, 38100000)
[board_modifier.py:85]: Setting S10 footprint position: (304800000, 38100000)
[board_modifier.py:85]: Setting S11 footprint position: (323850000, 38100000)
[board_modifier.py:85]: Setting S12 footprint position: (342900000, 38100000)
[board_modifier.py:85]: Setting S13 footprint position: (361950000, 38100000)
[board_modifier.py:85]: Setting S14 footprint position: (381000000, 38100000)
[board_modifier.py:85]: Setting S15 footprint position: (400050000, 38100000)
[board_modifier.py:85]: Setting S16 footprint position: (419100000, 38100000)
[board_modifier.py:85]: Setting S17 footprint position: (33337500, 61912500)
[board_modifier.py:85]: Setting S18 footprint position: (52387500, 61912500)
[board_modifier.py:85]: Setting S19 footprint position: (76200000, 61912500)
[board_modifier.py:85]: Setting S20 footprint position: (95250000, 61912500)
[board_modifier.py:85]: Setting S21 footprint position: (114300000, 61912500)
[board_modifier.py:85]: Setting S22 footprint position: (133350000, 61912500)
[board_modifier.py:85]: Setting S23 footprint position: (152400000, 61912500)
[board_modifier.py:85]: Setting S24 footprint position: (171450000, 61912500)
[board_modifier.py:85]: Setting S25 footprint position: (190500000, 61912500)
[board_modifier.py:85]: Setting S26 footprint position: (266700000, 61912500)
[board_modifier.py:85]: Setting S27 footprint position: (285750000, 61912500)
[board_modifier.py:85]: Setting S28 footprint position: (304800000, 61912500)
[board_modifier.py:85]: Setting S29 footprint position: (323850000, 61912500)
[board_modifier.py:85]: Setting S30 footprint position: (342900000, 61912500)
[board_modifier.py:85]: Setting S31 footprint position: (361950000, 61912500)
[board_modifier.py:85]: Setting S32 footprint position: (390525000, 61912500)
[board_modifier.py:85]: Setting S33 footprint position: (419100000, 61912500)
[board_modifier.py:85]: Setting S34 footprint position: (33337500, 80962500)
[board_modifier.py:85]: Setting S35 footprint position: (52387500, 80962500)
[board_modifier.py:85]: Setting S36 footprint position: (80962500, 80962500)
[board_modifier.py:85]: Setting S37 footprint position: (104775000, 80962500)
[board_modifier.py:85]: Setting S38 footprint position: (123825000, 80962500)
[board_modifier.py:85]: Setting S39 footprint position: (142875000, 80962500)
[board_modifier.py:85]: Setting S40 footprint position: (161925000, 80962500)
[board_modifier.py:85]: Setting S41 footprint position: (180975000, 80962500)
[board_modifier.py:85]: Setting S42 footprint position: (257175000, 80962500)
[board_modifier.py:85]: Setting S43 footprint position: (276225000, 80962500)
[board_modifier.py:85]: Setting S44 footprint position: (295275000, 80962500)
[board_modifier.py:85]: Setting S45 footprint position: (314325000, 80962500)
[board_modifier.py:85]: Setting S46 footprint position: (333375000, 80962500)
[board_modifier.py:85]: Setting S47 footprint position: (352425000, 80962500)
[board_modifier.py:85]: Setting S48 footprint position: (371475000, 80962500)
[board_modifier.py:85]: Setting S49 footprint position: (395287500, 80962500)
[board_modifier.py:85]: Setting S50 footprint position: (419100000, 80962500)
[board_modifier.py:85]: Setting S51 footprint position: (33337500, 100012500)
[board_modifier.py:85]: Setting S52 footprint position: (52387500, 100012500)
[board_modifier.py:85]: Setting S53 footprint position: (83343750, 100012500)
[board_modifier.py:85]: Setting S54 footprint position: (109537500, 100012500)
[board_modifier.py:85]: Setting S55 footprint position: (128587500, 100012500)
[board_modifier.py:85]: Setting S56 footprint position: (147637500, 100012500)
[board_modifier.py:85]: Setting S57 footprint position: (166687500, 100012500)
[board_modifier.py:85]: Setting S58 footprint position: (185737500, 100012500)
[board_modifier.py:85]: Setting S59 footprint position: (261937500, 100012500)
[board_modifier.py:85]: Setting S60 footprint position: (280987500, 100012500)
[board_modifier.py:85]: Setting S61 footprint position: (300037500, 100012500)
[board_modifier.py:85]: Setting S62 footprint position: (319087500, 100012500)
[board_modifier.py:85]: Setting S63 footprint position: (338137500, 100012500)
[board_modifier.py:85]: Setting S64 footprint position: (357187500, 100012500)
[board_modifier.py:85]: Setting S65 footprint position: (388143750, 100012500)
[board_modifier.py:85]: Setting S66 footprint position: (419100000, 100012500)
[board_modifier.py:85]: Setting S67 footprint position: (33337500, 119062500)
[board_modifier.py:85]: Setting S68 footprint position: (52387500, 119062500)
[board_modifier.py:85]: Setting S69 footprint position: (88106250, 119062500)
[board_modifier.py:85]: Setting S70 footprint position: (119062500, 119062500)
[board_modifier.py:85]: Setting S71 footprint position: (138112500, 119062500)
[board_modifier.py:85]: Setting S72 footprint position: (157162500, 119062500)
[board_modifier.py:85]: Setting S73 footprint position: (176212500, 119062500)
[board_modifier.py:85]: Setting S74 footprint position: (195262500, 119062500)
[board_modifier.py:85]: Setting S75 footprint position: (271462500, 119062500)
[board_modifier.py:85]: Setting S76 footprint position: (290512500, 119062500)
[board_modifier.py:85]: Setting S77 footprint position: (309562500, 119062500)
[board_modifier.py:85]: Setting S78 footprint position: (328612500, 119062500)
[board_modifier.py:85]: Setting S79 footprint position: (347662500, 119062500)
[board_modifier.py:85]: Setting S80 footprint position: (373856250, 119062500)
[board_modifier.py:85]: Setting S81 footprint position: (400050000, 119062500)
[board_modifier.py:85]: Setting S82 footprint position: (419100000, 119062500)
[board_modifier.py:85]: Setting S83 footprint position: (33337500, 138112500)
[board_modifier.py:85]: Setting S84 footprint position: (52387500, 138112500)
[board_modifier.py:85]: Setting S85 footprint position: (78581250, 138112500)
[board_modifier.py:85]: Setting S86 footprint position: (102393750, 138112500)
[board_modifier.py:85]: Setting S87 footprint position: (126206250, 138112500)
[board_modifier.py:85]: Setting S88 footprint position: (164306250, 138112500)
[board_modifier.py:85]: Setting S89 footprint position: (283368750, 138112500)
[board_modifier.py:85]: Setting S90 footprint position: (316706250, 138112500)
[board_modifier.py:85]: Setting S91 footprint position: (338137500, 138112500)
[board_modifier.py:85]: Setting S92 footprint position: (359568750, 138112500)
[board_modifier.py:85]: Setting S93 footprint position: (381000000, 138112500)
[board_modifier.py:85]: Setting S94 footprint position: (400050000, 138112500)
[board_modifier.py:85]: Setting S95 footprint position: (419100000, 138112500)
[key_placer.py:999]: Diode info: [ElementInfo(annotation_format='D{}', position_option=<PositionOption.DEFAULT: 'Default'>, position=ElementPosition(x=5.08, y=3.03, orientation=90.0, side=<Side.BACK: 'Back'>), template_path='')]
[board_modifier.py:98]: Getting S1 footprint position: (76200000, 38100000)
[board_modifier.py:85]: Setting D1 footprint position: (81280000, 41130000)
[board_modifier.py:98]: Getting S2 footprint position: (95250000, 38100000)
[board_modifier.py:85]: Setting D2 footprint position: (100330000, 41130000)
[board_modifier.py:98]: Getting S3 footprint position: (114300000, 38100000)
[board_modifier.py:85]: Setting D3 footprint position: (119380000, 41130000)
[board_modifier.py:98]: Getting S4 footprint position: (133350000, 38100000)
[board_modifier.py:85]: Setting D4 footprint position: (138430000, 41130000)
[board_modifier.py:98]: Getting S5 footprint position: (152400000, 38100000)
[board_modifier.py:85]: Setting D5 footprint position: (157480000, 41130000)
[board_modifier.py:98]: Getting S6 footprint position: (171450000, 38100000)
[board_modifier.py:85]: Setting D6 footprint position: (176530000, 41130000)
[board_modifier.py:98]: Getting S7 footprint position: (190500000, 38100000)
[board_modifier.py:85]: Setting D7 footprint position: (195580000, 41130000)
[board_modifier.py:98]: Getting S8 footprint position: (266700000, 38100000)
[board_modifier.py:85]: Setting D8 footprint position: (271780000, 41130000)
[board_modifier.py:98]: Getting S9 footprint position: (285750000, 38100000)
[board_modifier.py:85]: Setting D9 footprint position: (290830000, 41130000)
[board_modifier.py:98]: Getting S10 footprint position: (304800000, 38100000)
[board_modifier.py:85]: Setting D10 footprint position: (309880000, 41130000)
[board_modifier.py:98]: Getting S11 footprint position: (323850000, 38100000)
[board_modifier.py:85]: Setting D11 footprint position: (328930000, 41130000)
[board_modifier.py:98]: Getting S12 footprint position: (342900000, 38100000)
[board_modifier.py:85]: Setting D12 footprint position: (347980000, 41130000)
[board_modifier.py:98]: Getting S13 footprint position: (361950000, 38100000)
[board_modifier.py:85]: Setting D13 footprint position: (367030000, 41130000)
[board_modifier.py:98]: Getting S14 footprint position: (381000000, 38100000)
[board_modifier.py:85]: Setting D14 footprint position: (386080000, 41130000)
[board_modifier.py:98]: Getting S15 footprint position: (400050000, 38100000)
[board_modifier.py:85]: Setting D15 footprint position: (405130000, 41130000)
[board_modifier.py:98]: Getting S16 footprint position: (419100000, 38100000)
[board_modifier.py:85]: Setting D16 footprint position: (424180000, 41130000)
[board_modifier.py:98]: Getting S17 footprint position: (33337500, 61912500)
[board_modifier.py:85]: Setting D17 footprint position: (38417500, 64942500)
[board_modifier.py:98]: Getting S18 footprint position: (52387500, 61912500)
[board_modifier.py:85]: Setting D18 footprint position: (57467500, 64942500)
[board_modifier.py:98]: Getting S19 footprint position: (76200000, 61912500)
[board_modifier.py:85]: Setting D19 footprint position: (81280000, 64942500)
[board_modifier.py:98]: Getting S20 footprint position: (95250000, 61912500)
[board_modifier.py:85]: Setting D20 footprint position: (100330000, 64942500)
[board_modifier.py:98]: Getting S21 footprint position: (114300000, 61912500)
[board_modifier.py:85]: Setting D21 footprint position: (119380000, 64942500)
[board_modifier.py:98]: Getting S22 footprint position: (133350000, 61912500)
[board_modifier.py:85]: Setting D22 footprint position: (138430000, 64942500)
[board_modifier.py:98]: Getting S23 footprint position: (152400000, 61912500)
[board_modifier.py:85]: Setting D23 footprint position: (157480000, 64942500)
[board_modifier.py:98]: Getting S24 footprint position: (171450000, 61912500)
[board_modifier.py:85]: Setting D24 footprint position: (176530000, 64942500)
[board_modifier.py:98]: Getting S25 footprint position: (190500000, 61912500)
[board_modifier.py:85]: Setting D25 footprint position: (195580000, 64942500)
[board_modifier.py:98]: Getting S26 footprint position: (266700000, 61912500)
[board_modifier.py:85]: Setting D26 footprint position: (271780000, 64942500)
[board_modifier.py:98]: Getting S27 footprint position: (285750000, 61912500)
[board_modifier.py:85]: Setting D27 footprint position: (290830000, 64942500)
